id,4105314@超啟發式演算法@2@1,4105443@多媒體系統@2@1,4105446@網路程式設計@2@1,4105508@雲端計算@2@1,4105566@數位積體電路設計@2@1,4105594@可程式化硬體設計@2@1,4105700@計算機結構@2@1,4105816@系統與軟體安全@2@1,4105933@高等機器學習與應用@2@1,4106002@計算機專題（二）@2@1,4105100@影像處理@1@1,4105105@圖形識別@1@1,4105107@生醫影像處理系統@1@1,4105111@計算攝影學：應用圖學與影像技術@1@1,4105210@類神經網路@1@1,4105241@自然語言處理@1@1,4105242@語意網@1@1,4105306@社會網路分析@1@1,4105310@計算方法@1@1,4105317@近似演算法@1@1,4105334@演化式計算@1@1,4105400@電腦網路@1@1,4105402@網路安全攻防技術@1@1,4105408@無線感測網路@1@1,4105414@物聯網核心技術@1@1,4105417@行動通訊網路@1@1,4105444@多媒體內容分析@1@1,4105476@網際網路資料庫系統@1@1,4105507@雲端適地性服務之實證方法@1@1,4105567@高等數位積體電路設計@1@1,4105598@車用電子系統應用專題@1@1,4105599@晶片系統設計@1@1,4105605@編譯器@1@1,4105730@作業系統@1@1,4105803@嵌入式開發軟體工具組@1@1,4105812@軟體測試@1@1,4105817@系統軟體設計@1@1,4105915@計算生物學概論@1@1,4105931@機器學習@1@1,4105932@學習科技@1@1,4106000@科技英文寫作與溝通技巧@1@1,4106001@計算機專題（一）@1@1,4105015@資料工程@2@1,4105113@視訊處理@2@1,4105205@模糊系統@2@1,4105240@人工智慧@2@1,4105316@圖論演算法@2@1,4105347@最佳化導論@2@1,4105399@物聯網概論@2@1,4105401@無線區域網路@2@1,4105448@多媒體學習系統設計@2@1,4105454@網路效能分析@2@1,4105466@射頻辨識系統與應用@2@1,4105477@WWW 技術與應用@2@1,4105506@進階資料庫系統@2@1,4105559@超大型積體電路系統設計概論@2@1,4105597@醫療電子臨床導入@2@1,4105610@高等編譯器@2@1,4105797@嵌入式計算系統@2@1,4105807@嵌入式作業系統設計與實作@2@1,4105911@生物資訊演算法@2@1,4105934@音樂與動作處理@2@1,4106004@計算機專題（四）@2@1,4105108@視覺品質評估@1@1,4105243@語音辨識概論@1@1,4105345@最佳化問題算法設計@1@1,4105398@物聯網應用系統@1@1,4105460@網際網路資訊檢索@1@1,4105509@雲端學習科技@1@1,4105511@雲端數位學習系統@1@1,4105594@可程式化硬體設計@1@1,4105813@軟體分析與最佳化@1@1,4106003@計算機專題（三）@1@1,4105317@近似演算法@2@1
601410099,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,91,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,86,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
601410105,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,88,NaN,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,90,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,86,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
601410003,NaN,NaN,86,NaN,NaN,NaN,81,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,85,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,90,98,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN
601410006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,73,86,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,90,NaN
601410012,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,NaN,NaN,92,89,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
601410013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
601410015,NaN,NaN,85,NaN,NaN,NaN,78,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,89,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,79,90,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
601410020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,85,72,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,80,NaN,NaN,NaN,NaN,NaN,97,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,89,NaN
601410035,NaN,NaN,81,NaN,NaN,NaN,76,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,90,93,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,99,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410037,NaN,NaN,NaN,97,NaN,NaN,91,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,84,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410039,NaN,NaN,100,91,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,99,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601410042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,97,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,96,NaN,NaN,NaN,NaN,82,NaN
601410046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,83,66,NaN,NaN,70,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,76,NaN,NaN,NaN,NaN,NaN,94,NaN,79,NaN,NaN,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,78,NaN
601410062,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,86,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,93,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN
601410068,NaN,NaN,NaN,99,NaN,NaN,78,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,91,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
601410072,NaN,NaN,90,93,NaN,NaN,80,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,89,NaN,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410078,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,76,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,NaN,96,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410080,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,77,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN
601410081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,70,NaN,NaN,83,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,86,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410084,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,NaN,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,NaN,NaN,83,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN
601410086,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,84,NaN,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,90,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
601410089,NaN,NaN,79,NaN,NaN,NaN,88,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,NaN,83,76,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,82,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,78,NaN
601410094,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,88,92,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,89,98,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,88,86,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,86,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410097,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,82,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,78,NaN
601410100,NaN,NaN,NaN,70,NaN,NaN,64,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,90,NaN,84,73,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
601410112,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,79,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
601410113,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,86,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,87,NaN,NaN,85,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,90,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN
601410116,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,82,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,87,NaN,NaN,83,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,86,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN
601410117,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,87,84,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99,94,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410124,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,28,76,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,97,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN
601410131,NaN,NaN,83,91,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,93,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
601410133,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,76,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,74,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
601410147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,81,89,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,95,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN
601410029,NaN,NaN,78,NaN,NaN,NaN,79,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,89,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,91,98,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
601410002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN
601410004,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,97,NaN,NaN,NaN,NaN,NaN,NaN,95,NaN,NaN,NaN,NaN,99,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,86,NaN
601410007,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
601410010,NaN,NaN,78,NaN,NaN,NaN,75,NaN,NaN,78,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,81,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,74,NaN
601410016,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,68,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,93,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,78,NaN
601410025,NaN,NaN,NaN,NaN,NaN,NaN,71,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,89,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,70,NaN
601410040,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,97,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,87,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,100,NaN
601410043,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,94,NaN
601410044,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN
