id,4105113@視訊處理@2@1,4105316@圖論演算法@2@1,4105446@網路程式設計@2@1,4105448@多媒體學習系統設計@2@1,4105506@進階資料庫系統@2@1,4105508@雲端計算@2@1,4105559@超大型積體電路系統設計概論@2@1,4105566@數位積體電路設計@2@1,4105700@計算機結構@2@1,4105797@嵌入式計算系統@2@1,4106002@計算機專題（二）@2@1,4105100@影像處理@1@1,4105105@圖形識別@1@1,4105107@生醫影像處理系統@1@1,4105109@電腦視覺@1@1,4105111@計算攝影學：應用圖學與影像技術@1@1,4105210@類神經網路@1@1,4105306@社會網路分析@1@1,4105310@計算方法@1@1,4105334@演化式計算@1@1,4105400@電腦網路@1@1,4105401@無線區域網路@1@1,4105402@網路安全攻防技術@1@1,4105417@行動通訊網路@1@1,4105444@多媒體內容分析@1@1,4105460@網際網路資訊檢索@1@1,4105467@多媒體網路系統與技術@1@1,4105468@軟體定義網路@1@1,4105509@雲端學習科技@1@1,4105513@適地性服務之實證方法@1@1,4105567@高等數位積體電路設計@1@1,4105571@低功耗應用處理器設計@1@1,4105598@車用電子系統應用專題@1@1,4105605@編譯器@1@1,4105631@R 程式設計@1@1,4105730@作業系統@1@1,4105752@即時作業系統理論與實務@1@1,4105803@嵌入式開發軟體工具組@1@1,4105812@軟體測試@1@1,4105915@計算生物學概論@1@1,4105929@賽局理論與機制設計@1@1,4106000@科技英文寫作與溝通技巧@1@1,4106001@計算機專題（一）@1@1,4105015@資料工程@2@1,4105205@模糊系統@2@1,4105314@超啟發式演算法@2@1,4105317@近似演算法@2@1,4105347@最佳化導論@2@1,4105397@創意物聯網應用設計@2@1,4105399@物聯網概論@2@1,4105408@無線感測網路@2@1,4105454@網路效能分析@2@1,4105477@WWW 技術與應用@2@1,4105558@異質系統架構程式設計與實作@2@1,4105597@醫療電子臨床導入@2@1,4105755@分散式系統@2@1,4105818@嵌入式作業系統設計與實作研討@2@1,4105931@機器學習@2@1,4106004@計算機專題（四）@2@1,4105106@遙測影像分析概論@1@1,4105345@最佳化問題算法設計@1@1,4105476@網際網路資料庫系統@1@1,4105594@可程式化硬體設計@1@1,4105791@即時嵌入式系統@1@1,4105813@軟體分析與最佳化@1@1,4105911@生物資訊演算法@1@1,4106003@計算機專題（三）@1@1,4105004@密碼學與安全協定@2@1,4105398@物聯網應用系統@2@1,4105599@晶片系統設計@2@1,4105926@高通量定序資料之生物資訊分析技術@2@1
604410002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,90,81,NaN,83,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,93,NaN,87,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN
604410004,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,90,92,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,74,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,83,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN
604410012,NaN,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95,NaN,82,85,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,83,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN
604410017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,83,97,88,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,86,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,90,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,73,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,85,NaN,90,NaN,NaN,NaN,NaN
604410025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,78,NaN,83,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,97,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410035,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,70,-1,NaN,NaN,NaN,NaN,NaN,84,NaN,78,NaN,NaN,NaN,NaN
604410037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
604410039,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,70,NaN,NaN,NaN,NaN,NaN,97,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,95,NaN,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN
604410053,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,85,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN
604410062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,84,NaN,NaN,NaN,86,NaN,65,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,91,98,-1,NaN,NaN,-1
604410064,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,84,NaN,84,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,88,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN
604410067,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,-1,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,5,NaN,NaN,71,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,89,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,NaN
604410073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,92,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,84,90,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,85,NaN,86,NaN,NaN,NaN,NaN
604410077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,81,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,78,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,81,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN
604410081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,76,NaN,70,NaN,NaN,NaN,NaN,NaN,77,74,NaN,NaN,NaN,NaN,NaN,90,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,86,NaN,70,NaN,NaN,NaN,NaN
604410083,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,88,NaN,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,85,NaN,NaN,73,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN,NaN,90,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN
604410090,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,87,76,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,79,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,88,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN
604410097,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,72,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,97,78,NaN,NaN,NaN,-1
604410103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,71,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,79,NaN,NaN,NaN,NaN,NaN,65,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,80,NaN,NaN,NaN,82,NaN,NaN,-1,NaN
604410105,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,78,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63,70,NaN,NaN,NaN,NaN,NaN,92,78,NaN,NaN,42,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,85,NaN,82,NaN,NaN,NaN,NaN
604410106,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,85,NaN,73,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95,NaN,NaN,NaN,90,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN
604410121,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,90,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,85,50,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN
604410126,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,73,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,NaN,59,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,82,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,-1,NaN,82,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,78,NaN,NaN,NaN,NaN,NaN,76,NaN,74,85,59,NaN,59,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,90,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,73,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,77,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,82,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN
604410132,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,70,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,88,NaN,74,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,-1,NaN,90,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410145,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,70,NaN,82,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,74,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,-1,NaN,85,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410147,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,-1,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,NaN,80,NaN,NaN,86,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN
604410150,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,75,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,95,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN
604410151,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,84,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,88,NaN,86,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,-1,NaN,85,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410154,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,-1,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,89,-1,NaN,NaN,NaN,NaN,NaN,85,NaN,82,NaN,NaN,NaN,NaN
604410156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,91,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,NaN,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,84,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN
604410162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,67,NaN,77,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,95,90,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN
604410163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,76,73,NaN,51,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,85,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN
604410164,NaN,NaN,NaN,89,NaN,75,NaN,NaN,81,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,87,NaN,76,NaN,NaN,NaN,NaN
604410009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
604410007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,-1,NaN,NaN,95,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN
604410014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60,NaN,82,95,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,72,NaN,68,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,89,87,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN
604410029,NaN,NaN,79,NaN,NaN,92,NaN,NaN,89,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,NaN,NaN,73,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN
604410031,NaN,NaN,76,NaN,NaN,90,NaN,NaN,81,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97,NaN,NaN,88,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN
604410038,NaN,NaN,83,NaN,NaN,96,NaN,NaN,83,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,90,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410040,NaN,NaN,84,NaN,NaN,85,NaN,NaN,71,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,93,80,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN
604410043,NaN,NaN,62,NaN,NaN,NaN,NaN,NaN,-1,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,87,83,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,78,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,88,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN
604410045,NaN,NaN,76,NaN,NaN,84,NaN,NaN,82,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,88,90,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN
604410048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,93,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,95,78,NaN,NaN,NaN,NaN,NaN,NaN,96,89,NaN,79,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN
604410049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,90,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,84,84,NaN,NaN,NaN,NaN,NaN,NaN,96,89,NaN,86,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN
604410059,NaN,NaN,80,NaN,NaN,86,NaN,NaN,75,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,NaN,94,82,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN
